DATE;DAY;MONTH;WEEKDAY;PM2.5(AQI);PM10(AQI);O3(AQI);NO2(AQI);SO2(AQI);PRECIPITATIONS(mm);TAVG(C);TMAX(C);TMIN(C);PRESSURE(hPa);WINDSPEED(km/h);HUMIDITY(percentage)
29/10/2016;29;10;6;75;24;25;41;6;0;15.6;24.2;8.8;1029.3;4.6;84.3
30/10/2016;30;10;7;61;29;16;47;6;0;13.5;25.9;4;1026.0;5.5;69.2
31/10/2016;31;10;1;65;30;27;38;4;0;12.4;24.2;3.3;1021.9;5.5;62.2
01/11/2016;1;11;2;74;37;18;39;5;0;11.7;18.6;4.3;1022.7;5.6;60.6
02/11/2016;2;11;3;79;43;15;44;5;0;14.1;21.7;7.2;1023.2;3.9;75.4
03/11/2016;3;11;4;78;30;12;34;4;5.3;13.2;20.9;6.7;1020.0;5.6;75.1
04/11/2016;4;11;5;68;19;21;19;3;10.5;12.8;15.2;9.2;1018.3;5.8;76.6
05/11/2016;5;11;6;62;24;29;20;3;12.1;13;15.3;7.8;1014.0;11.6;92.8
06/11/2016;6;11;7;82;14;24;25;4;0;9.2;13.4;4.1;1008.7;14.5;84.7
07/11/2016;7;11;1;46;13;27;28;4;0;6.2;10.7;2.1;1012.5;8.8;69.7
08/11/2016;8;11;2;37;12;27;20;3;0;7.7;12.6;0.7;1017.1;8.7;66.8
09/11/2016;9;11;3;34;26;13;41;5;0;10.4;15.5;4.8;1021.5;20.2;60.3
10/11/2016;10;11;4;63;32;8;41;6;0;7;13.8;0.4;1023.7;10.3;76.8
11/11/2016;11;11;5;75;30;7;34;5;0;7.1;15.3;-0.2;1026.6;5.0;76.1
12/11/2016;12;11;6;76;26;21;28;6;0;7.7;13.4;0.6;1025.7;5.2;78.2
13/11/2016;13;11;7;66;11;23;24;5;0;11.8;18.9;5.2;1023.8;4.4;81.0
14/11/2016;14;11;1;30;16;22;31;7;0;9.6;16;2.3;1025.2;8.8;69.6
15/11/2016;15;11;2;38;28;11;41;6;0;8;16.4;0.6;1028.1;12.0;60.5
16/11/2016;16;11;3;62;41;8;51;8;0;7.4;16.5;-0.5;1028.8;7.2;63.0
17/11/2016;17;11;4;88;40;11;41;6;0;9.3;18.4;1.4;1024.7;4.3;70.7
18/11/2016;18;11;5;92;33;21;30;3;0;7.4;12.6;2.3;1019.2;5.1;76.7
19/11/2016;19;11;6;84;13;20;19;1;3.9;7.1;12.5;0.4;1017.6;2.9;88.3
20/11/2016;20;11;7;43;11;25;22;1;15.7;9;11.8;7.3;1014.8;10.3;81.0
21/11/2016;21;11;1;29;17;14;33;2;0.1;11.1;13.1;6.3;1005.4;14.7;94.2
22/11/2016;22;11;2;47;14;14;28;2;1.7;7.1;9;4.9;1005.4;13.3;84.4
23/11/2016;23;11;3;43;16;19;31;2;6.3;6.7;8.3;3.5;1004.6;6.9;90.8
24/11/2016;24;11;4;48;13;13;29;2;10.3;5.5;8.4;2.6;1007.1;6.5;90.1
25/11/2016;25;11;5;44;11;16;27;2;12.5;4.7;6.2;2.1;1011.9;7.7;88.9
26/11/2016;26;11;6;40;11;17;24;2;9.5;7.8;10.3;5.6;1011.1;8.3;95.8
27/11/2016;27;11;7;38;17;29;20;2;9.1;9.8;11.4;8;1007.2;6.3;94.3
28/11/2016;28;11;1;34;18;9;31;4;0;9.6;13.3;3.8;1009.7;8.1;90.0
29/11/2016;29;11;2;50;12;23;26;2;0.3;8.2;12.3;3.8;1016.2;8.0;80.9
30/11/2016;30;11;3;36;14;25;28;2;0;11.1;15;8.5;1024.2;5.6;85.2
01/12/2016;1;12;4;39;24;9;34;2;0;10.3;11;7.9;1027.8;7.6;75.0
02/12/2016;2;12;5;62;22;17;28;3;0;9.4;14.5;4.4;1024.3;4.2;87.6
03/12/2016;3;12;6;62;10;19;20;2;8.5;7.5;12.7;3;1017.6;4.6;87.4
04/12/2016;4;12;7;35;14;16;22;2;9.7;10.6;11.3;9.8;1011.7;9.0;88.0
07/12/2016;7;12;3;91;27;20;30;3;0;7.3;14.5;1.9;1029.8;3.7;87.6
08/12/2016;8;12;4;71;23;14;35;5;0;7.4;13.5;3.4;1033.0;3.9;90.8
09/12/2016;9;12;5;65;21;18;31;3;0;7.4;13.6;2.2;1035.0;4.6;87.6
10/12/2016;10;12;6;61;25;14;29;3;0;10.3;15.3;5.5;1032.1;4.9;88.2
11/12/2016;11;12;7;71;41;3;40;4;0;6.9;14.5;1.3;1029.3;6.5;86.6
12/12/2016;12;12;1;100;39;3;37;4;0.1;5.2;9;3.6;1026.4;3.8;89.1
13/12/2016;13;12;2;96;32;5;31;3;0;5.1;10.7;1.8;1025.8;4.8;97.7
14/12/2016;14;12;3;79;22;11;28;2;5;7.4;9.9;4;1024.9;3.5;93.8
15/12/2016;15;12;4;65;17;14;28;3;1.4;8.7;10.5;7.3;1021.4;5.6;90.4
16/12/2016;16;12;5;54;11;25;18;3;3.4;8.2;9.2;7.1;1019.6;6.6;90.3
17/12/2016;17;12;6;38;12;27;17;3;0;10.3;13.4;8.3;1022.7;14.2;84.2
18/12/2016;18;12;7;40;16;29;27;5;0;7.8;11.5;3.7;1031.2;20.5;70.9
19/12/2016;19;12;1;45;27;15;44;5;0;6.3;10.7;0.8;1023.8;18.7;68.5
20/12/2016;20;12;2;68;33;12;48;6;0;3.9;10.2;-1.9;1018.6;5.1;74.2
21/12/2016;21;12;3;74;37;3;48;7;0;6.9;13.2;0.9;1025.0;5.2;76.6
22/12/2016;22;12;4;89;37;6;44;6;0;5.6;12.9;0.6;1031.7;6.0;77.6
23/12/2016;23;12;5;89;17;17;26;6;0;6;14.4;0.5;1037.3;5.4;84.9
24/12/2016;24;12;6;54;20;9;28;5;0;6.2;14.3;-0.3;1038.5;5.1;86.7
25/12/2016;25;12;7;60;38;5;49;9;0;5.1;13.5;0.4;1038.5;6.8;82.9
26/12/2016;26;12;1;98;38;8;53;9;0;4.6;14.5;-2;1034.9;3.7;89.5
27/12/2016;27;12;2;88;36;5;49;6;0;5.9;17;-1.1;1032.9;4.7;77.8
28/12/2016;28;12;3;80;38;4;47;7;0;5.9;16.4;-0.4;1034.7;4.7;70.4
29/12/2016;29;12;4;87;38;4;53;9;0;3;12.3;-2.8;1036.8;5.3;74.4
30/12/2016;30;12;5;89;36;7;33;6;0;1.7;12.4;-5.4;1036.9;4.1;77.9
31/12/2016;31;12;6;94;33;12;28;4;0;-1.4;4.2;-5.6;1035.5;4.7;73.9
01/01/2017;1;1;7;90;28;13;30;6;0;-0.2;4.3;-3.8;1032.0;6.5;91.1
02/01/2017;2;1;1;79;39;7;37;6;0;2.2;6.6;-1.1;1025.9;4.8;87.9
03/01/2017;3;1;2;95;45;12;45;6;0;4.6;11.3;-0.3;1025.6;5.9;88.1
04/01/2017;4;1;3;106;37;6;38;5;0;4.8;11.8;-1.3;1028.5;4.4;83.8
05/01/2017;5;1;4;91;29;17;40;7;0;5.4;11.5;-0.9;1027.1;6.9;91.0
06/01/2017;6;1;5;77;26;11;39;6;0;2.3;12.2;-3.5;1028.4;5.4;93.3
07/01/2017;7;1;6;73;34;10;41;7;0;2.1;11.6;-4.7;1031.3;5.8;68.3
08/01/2017;8;1;7;88;35;9;46;6;0;2.9;14.1;-4.5;1031.9;5.2;78.7
09/01/2017;9;1;1;80;38;5;47;8;0;3.2;13.3;-3.5;1029.2;4.2;69.6
10/01/2017;10;1;2;89;21;21;38;6;0;6.2;12.1;0.4;1025.3;4.9;72.0
11/01/2017;11;1;3;53;29;16;38;6;0;11.6;16.7;4.2;1019.3;12.0;66.1
12/01/2017;12;1;4;71;12;30;24;4;0;7.1;14;0;1026.2;10.3;76.9
13/01/2017;13;1;5;36;13;28;32;5;0;7.3;10.4;0.4;1022.4;10.5;75.1
14/01/2017;14;1;6;38;13;30;29;4;0;3.3;8.5;-2.7;1026.4;12.1;63.0
15/01/2017;15;1;7;37;22;27;41;5;0;4.6;11.1;-1;1029.9;13.6;62.0
16/01/2017;16;1;1;57;11;30;26;5;0;7.6;12.6;0.4;1028.2;14.5;60.5
17/01/2017;17;1;2;29;11;28;23;5;0;6.6;10.3;-1.7;1022.3;18.4;59.4
18/01/2017;18;1;3;29;14;27;23;5;0;0.3;6.2;-4;1022.5;20.8;42.4
19/01/2017;19;1;4;42;15;28;20;4;0;1.8;7.7;-3.7;1022.6;11.8;44.3
20/01/2017;20;1;5;43;11;30;23;5;0;5.3;9.6;4;1019.3;21.4;53.2
21/01/2017;21;1;6;37;21;25;33;6;0;6.2;11.4;-0.4;1019.4;15.1;69.5
22/01/2017;22;1;7;59;21;26;37;6;0;2.6;10;-3.5;1019.7;9.0;72.3
23/01/2017;23;1;1;57;36;23;54;7;0;5.3;12.5;-1.5;1019.7;6.6;70.9
24/01/2017;24;1;2;77;33;18;45;6;0;3.4;13.5;-4.1;1022.8;7.2;65.2
25/01/2017;25;1;3;73;37;16;42;6;0;2.7;11.8;-5;1024.9;5.3;63.9
26/01/2017;26;1;4;86;17;25;30;3;11.5;1.3;8.2;-4.8;1020.1;7.2;65.9
27/01/2017;27;1;5;59;10;32;24;3;5.9;4.8;7.8;1.5;1013.0;6.7;78.8
28/01/2017;28;1;6;30;17;21;25;2;0;5.1;11.3;-1.1;1015.6;8.3;90.7
29/01/2017;29;1;7;54;15;21;26;2;0.1;5.2;9.2;1.4;1025.8;9.3;80.8
30/01/2017;30;1;1;52;21;15;30;5;0;9.1;11.6;7.1;1025.4;6.4;95.8
31/01/2017;31;1;2;62;28;7;34;4;0;9;14.4;4.7;1020.6;4.2;95.4
01/02/2017;1;2;3;75;14;25;25;2;4.9;6.9;10.7;2.2;1018.3;5.3;88.8
02/02/2017;2;2;4;46;16;28;21;2;2.3;9.2;12.8;6.8;1017.2;8.2;91.3
03/02/2017;3;2;5;36;9;27;12;2;0.3;9.9;12.9;6.6;1015.7;18.8;82.6
04/02/2017;4;2;6;30;9;35;13;2;3;11.9;14.5;9.7;1015.0;32.4;80.1
05/02/2017;5;2;7;27;11;34;23;2;0.3;9.3;11.4;4.8;1013.5;34.4;78.6
06/02/2017;6;2;1;31;16;28;26;2;0;10.8;15.7;4.8;1024.7;27.6;56.1
07/02/2017;7;2;2;44;10;34;26;3;0.1;9.6;13.3;5.5;1025.3;21.0;68.2
08/02/2017;8;2;3;30;20;19;40;4;0;6.1;9.5;0.9;1024.9;20.1;63.1
09/02/2017;9;2;4;56;25;5;33;3;0;3.7;10.7;-2;1027.8;12.8;65.0
10/02/2017;10;2;5;68;13;22;26;3;4.9;2.7;6.2;-1.6;1016.8;5.9;75.3
11/02/2017;11;2;6;46;37;22;23;2;10.5;5.7;6.9;4.2;1014.2;5.9;88.5
12/02/2017;12;2;7;52;21;30;21;1;15.2;8.8;11.8;5.5;1007.7;9.7;92.3
13/02/2017;13;2;1;37;20;23;32;3;0.4;10.3;12.7;4.8;1001.5;20.0;84.0
14/02/2017;14;2;2;50;16;26;30;4;0;7.1;11.6;0.8;1015.8;14.6;81.8
15/02/2017;15;2;3;46;21;24;31;4;0;8.6;15.5;0.9;1028.3;3.5;83.5
16/02/2017;16;2;4;53;28;17;36;4;0;7;11.9;2.6;1031.8;5.6;74.6
17/02/2017;17;2;5;67;31;16;36;4;0;6.6;15.6;-0.2;1031.9;5.4;83.7
18/02/2017;18;2;6;78;25;31;24;4;0;6.7;14.2;0.1;1026.5;4.4;78.1
19/02/2017;19;2;7;68;20;29;30;5;0;9.3;14.6;3.8;1021.0;5.0;76.4
20/02/2017;20;2;1;60;20;29;34;6;0;7.6;14.9;0.2;1026.4;8.1;67.4
21/02/2017;21;2;2;56;43;24;40;6;0;7.8;17.4;-0.2;1026.1;5.5;66.0
22/02/2017;22;2;3;72;99;8;36;5;0;9.7;19.7;1.3;1023.8;6.0;60.5
23/02/2017;23;2;4;144;59;24;30;4;0.8;10.5;14.6;6.4;1018.5;5.9;60.7
24/02/2017;24;2;5;87;21;32;29;3;0;11.1;17.2;5.9;1014.3;5.8;82.6
25/02/2017;25;2;6;47;33;28;25;2;0;8.9;17.6;-0.4;1018.3;7.7;66.1
26/02/2017;26;2;7;72;30;30;21;2;0;7.7;14.9;1.6;1020.8;7.2;68.5
27/02/2017;27;2;1;55;15;28;22;2;0;10;13.7;6.6;1020.1;11.0;81.2
28/02/2017;28;2;2;30;19;30;28;2;0;10.4;13;7.7;1015.6;22.5;72.6
01/03/2017;1;3;3;52;29;25;33;2;0;10.2;16.4;3.9;1018.1;17.6;75.6
02/03/2017;2;3;4;64;24;29;33;3;0;8.6;16.3;2.5;1020.7;8.2;76.8
03/03/2017;3;3;5;58;7;31;18;2;2;6.8;12.8;2.6;1015.5;7.3;79.5
04/03/2017;4;3;6;24;9;25;19;2;0;5.5;9.2;0.8;1005.8;23.2;80.7
05/03/2017;5;3;7;34;12;31;25;3;0;9.3;13.3;4.4;1013.6;14.3;75.3
06/03/2017;6;3;1;33;13;34;27;3;0;14.4;19.4;9.6;1021.2;17.7;83.6
07/03/2017;7;3;2;35;36;19;44;4;0;14.5;19.6;8.3;1024.9;17.0;60.6
08/03/2017;8;3;3;64;36;22;50;5;0;12.6;21.9;3.4;1026.8;8.7;65.0
09/03/2017;9;3;4;72;38;30;51;5;0;14.1;25.1;3.3;1028.0;5.6;68.1
10/03/2017;10;3;5;72;32;32;37;4;0;14.9;25.9;3.7;1025.5;6.3;57.7
11/03/2017;11;3;6;66;17;37;19;2;0;14.2;22.9;4;1020.8;8.4;55.0
12/03/2017;12;3;7;34;24;36;15;3;0;11.2;18.3;4.5;1017.8;8.9;59.6
13/03/2017;13;3;1;23;22;31;23;4;0;10.5;15.6;6.4;1018.8;32.8;52.5
14/03/2017;14;3;2;47;22;37;24;3;0;14.2;20.4;9.9;1023.2;26.5;56.3
15/03/2017;15;3;3;52;21;38;25;3;0;13.4;21.7;4.6;1026.3;9.0;57.6
16/03/2017;16;3;4;56;19;41;30;4;0;11.6;19.6;2.7;1023.3;7.6;55.9
17/03/2017;17;3;5;44;25;36;34;4;0;10.9;20.2;1.4;1022.2;11.6;50.2
18/03/2017;18;3;6;55;28;40;35;4;0;11.7;22.1;1.4;1022.3;6.7;48.9
19/03/2017;19;3;7;61;22;42;27;4;0;13.4;23.7;2.3;1020.9;5.6;47.5
20/03/2017;20;3;1;52;21;32;23;2;0;15.5;24.2;6.4;1015.1;6.2;49.6
21/03/2017;21;3;2;54;13;34;22;2;0;12.3;16.7;4.7;1013.3;8.8;53.2
22/03/2017;22;3;3;28;9;31;24;2;6.3;8.4;12.6;3.2;1015.7;17.7;58.3
23/03/2017;23;3;4;30;13;27;26;3;3.4;3;6.3;-0.7;1012.6;20.1;73.7
24/03/2017;24;3;5;43;15;30;27;2;2;3.9;10.1;0.7;1014.0;7.8;87.7
25/03/2017;25;3;6;51;8;35;16;2;2.1;4.8;10.2;-0.4;1016.4;8.0;84.0
26/03/2017;26;3;7;28;11;35;23;2;3.4;10;14.8;5.6;1015.1;12.9;83.7
27/03/2017;27;3;1;32;18;38;32;1;0;10.2;13.9;7.4;1013.9;18.9;68.1
28/03/2017;28;3;2;52;22;37;36;3;0;10.9;17.4;5;1023.6;10.3;81.4
29/03/2017;29;3;3;54;27;39;38;3;0;11.6;19.7;1.9;1028.5;5.8;68.5
30/03/2017;30;3;4;61;22;35;32;2;0;13.7;20.8;3.9;1025.6;7.2;66.4
31/03/2017;31;3;5;55;10;41;20;1;0;15.3;19.2;9.8;1020.6;9.8;57.8
01/04/2017;1;4;6;23;10;41;19;1;0;13.1;17.5;8.9;1019.0;27.3;49.4
02/04/2017;2;4;7;28;11;36;21;1;0;11.9;18.2;4.7;1021.3;11.4;50.2
03/04/2017;3;4;1;27;16;42;36;2;0;11.4;19.7;2.5;1022.4;9.4;50.2
04/04/2017;4;4;2;38;11;37;20;1;0;12.8;21.9;1.2;1023.5;5.9;49.7
05/04/2017;5;4;3;30;14;43;21;2;0;13;18.6;6.8;1021.3;11.1;42.9
06/04/2017;6;4;4;40;18;44;24;1;0;14.1;21.8;5.4;1021.3;14.9;48.3
07/04/2017;7;4;5;44;23;53;24;1;0;14.9;23;4.9;1018.5;9.0;43.4
08/04/2017;8;4;6;54;19;48;22;1;0;14.9;23.7;4.4;1019.4;7.6;47.7
09/04/2017;9;4;7;44;22;40;24;9;0;15.3;23.9;4.8;1020.4;6.9;43.4
10/04/2017;10;4;1;48;25;47;33;7;0;15.8;25.3;5.2;1022.9;7.5;46.5
11/04/2017;11;4;2;50;25;54;33;2;0;17.8;26.6;7;1021.9;6.6;43.7
12/04/2017;12;4;3;56;31;47;31;2;0;18.4;28.2;6.4;1019.6;7.3;38.7
13/04/2017;13;4;4;63;39;37;25;2;0;18.7;27.4;7.8;1017.1;7.4;41.7
14/04/2017;14;4;5;64;20;42;23;2;0;18.1;25.4;8.5;1016.5;10.1;38.5
15/04/2017;15;4;6;45;19;47;13;1;0;18.2;26.7;9.6;1016.9;9.9;44.8
16/04/2017;16;4;7;43;26;43;35;2;0;17.2;25.9;7.3;1019.0;11.8;44.9
17/04/2017;17;4;1;54;20;41;23;1;0;18.8;27.9;7.3;1018.0;5.4;41.5
18/04/2017;18;4;2;41;19;36;17;1;0;19.8;27.8;9.8;1014.5;10.4;36.1
19/04/2017;19;4;3;37;16;38;17;1;2.4;16.6;23;11.3;1013.8;10.8;30.3
20/04/2017;20;4;4;40;16;44;20;1;0;13.9;20.3;8.7;1017.7;11.9;63.7
21/04/2017;21;4;5;41;13;42;20;1;0;13.1;22.9;2.2;1023.4;12.5;57.5
22/04/2017;22;4;6;32;20;54;29;2;0;13;21.4;2.3;1024.8;12.2;36.8
23/04/2017;23;4;7;47;31;41;34;2;0;16.6;26.2;6.2;1019.7;7.1;32.3
24/04/2017;24;4;1;56;44;41;30;1;6.5;17.6;27.8;8.3;1014.7;6.2;35.0
25/04/2017;25;4;2;69;22;38;21;1;0;17.8;23.9;12.4;1010.9;10.3;60.1
26/04/2017;26;4;3;49;11;42;16;1;0.2;14.7;20.6;6.9;1005.8;18.8;54.0
27/04/2017;27;4;4;29;13;38;16;2;0;9.2;15.4;3.5;1009.9;17.6;54.8
28/04/2017;28;4;5;34;11;28;18;1;2.6;9.8;18.8;2.9;1016.0;16.4;38.8
29/04/2017;29;4;6;38;13;39;19;1;3.5;10.2;12.5;8.3;1013.8;11.7;61.1
30/04/2017;30;4;7;42;9;40;12;1;1.2;11.1;14.9;7.7;1011.3;8.5;89.4
01/05/2017;1;5;1;27;14;41;22;2;0;11.7;19.1;2.6;1015.9;17.1;68.0
02/05/2017;2;5;2;45;17;42;25;2;0;16;24.6;5.8;1020.4;7.6;53.6
03/05/2017;3;5;3;47;24;36;39;2;0;18.7;27;7.9;1016.1;6.8;49.1
04/05/2017;4;5;4;55;21;36;29;1;0.2;19.3;27.1;9.8;1011.0;7.9;44.7
05/05/2017;5;5;5;46;10;37;16;1;0.5;17.8;24.9;10.8;1007.2;6.7;51.7
06/05/2017;6;5;6;30;13;43;19;2;0;15.7;21.8;7.9;1012.1;20.1;66.9
07/05/2017;7;5;7;36;20;48;27;2;0;18.2;26.7;6.8;1019.3;10.3;51.9
08/05/2017;8;5;1;46;25;48;33;2;0;21.6;29.3;10.6;1017.5;8.3;41.0
09/05/2017;9;5;2;53;17;37;19;1;0;21.6;29.5;10.7;1011.4;5.9;36.8
10/05/2017;10;5;3;44;10;36;23;2;11;18.7;23.4;13.2;1003.0;19.5;41.5
11/05/2017;11;5;4;30;11;25;24;1;4.8;14;17.8;11.1;1000.2;21.9;68.0
12/05/2017;12;5;5;34;12;24;18;2;1.8;13.8;17.6;10;1004.2;19.1;73.3
13/05/2017;13;5;6;35;14;29;19;1;0;16.1;21.3;10.7;1011.8;13.6;79.5
14/05/2017;14;5;7;39;17;36;22;1;0;17.3;24.2;8.2;1020.0;15.7;61.1
15/05/2017;15;5;1;45;25;45;32;2;0;19.3;27.6;9.5;1025.2;8.4;55.0
16/05/2017;16;5;2;61;22;43;28;2;0;23.2;30.3;13.9;1024.4;7.0;46.8
17/05/2017;17;5;3;51;15;40;21;1;3.8;22.4;29.4;15.9;1020.0;6.9;35.3
18/05/2017;18;5;4;43;12;47;23;1;0;17.6;23.4;10.4;1013.3;10.1;57.5
19/05/2017;19;5;5;36;14;50;22;1;0;15.7;24.1;6.3;1017.0;12.7;55.9
20/05/2017;20;5;6;39;20;37;29;2;0;17.9;27.8;6.6;1020.2;10.4;40.3
21/05/2017;21;5;7;45;28;61;32;2;0;19.8;26.6;12.4;1019.3;7.2;38.8
22/05/2017;22;5;1;54;27;52;26;2;0;21.8;30;11.3;1015.4;8.2;45.7
23/05/2017;23;5;2;53;24;57;27;2;0;25.6;32.7;16.7;1014.8;9.0;36.6
24/05/2017;24;5;3;50;27;58;31;1;0;24.7;32.5;14.3;1016.5;7.6;35.7
25/05/2017;25;5;4;54;40;50;33;2;0;25.7;33.4;14.6;1014.6;5.9;34.8
26/05/2017;26;5;5;64;33;46;22;2;0;25.4;34.2;15.3;1011.0;6.9;34.9
27/05/2017;27;5;6;55;26;44;16;2;0;25.9;33.5;17.7;1010.6;10.2;37.7
28/05/2017;28;5;7;49;23;39;23;2;0;23.9;29;18.2;1012.8;15.7;37.3
29/05/2017;29;5;1;54;19;44;21;2;0;22.8;27.1;17.4;1013.1;13.4;41.7
30/05/2017;30;5;2;49;23;53;25;1;0;21.6;27.2;13.9;1012.9;12.4;47.7
31/05/2017;31;5;3;49;26;60;27;1;0;22.2;29.3;13.2;1015.3;9.7;50.7
01/06/2017;1;6;4;54;34;51;35;3;0;24.2;32.6;14.3;1016.1;9.0;47.3
02/06/2017;2;6;5;62;22;44;17;0;3.4;24.9;33.5;18.2;1014.5;9.3;40.6
03/06/2017;3;6;6;54;16;37;11;0;0;22.8;29.6;16.4;1013.1;14.4;57.8
04/06/2017;4;6;7;47;15;43;20;1;0.6;20.2;27.8;14.4;1013.2;11.1;53.6
05/06/2017;5;6;1;37;17;44;20;2;0;19.7;27.6;10.6;1015.2;13.4;58.8
06/06/2017;6;6;2;45;23;62;25;1;0;22.6;29.3;14.9;1013.2;11.6;36.3
07/06/2017;7;6;3;45;34;55;31;2;0;24.1;32.4;12.9;1015.5;7.3;37.6
08/06/2017;8;6;4;58;31;40;30;2;0;26.6;33.7;16.2;1014.8;6.9;38.5
09/06/2017;9;6;5;61;28;40;27;2;0;26.9;33.3;18.8;1010.6;10.8;37.5
10/06/2017;10;6;6;58;36;43;29;3;0;27.4;35.2;17.1;1013.1;9.0;30.2
11/06/2017;11;6;7;68;29;48;30;2;0;29.6;37.4;18.9;1013.6;7.3;31.5
12/06/2017;12;6;1;55;28;60;23;2;0;30.5;37.1;20.2;1012.6;8.5;28.2
13/06/2017;13;6;2;58;39;61;34;3;0;30;36.7;20.3;1010.8;10.7;27.6
14/06/2017;14;6;3;63;50;55;44;3;0;30.6;38.1;19.6;1009.6;9.9;30.0
15/06/2017;15;6;4;78;36;76;29;2;0.2;30.9;39.8;20.5;1010.9;10.6;27.1
16/06/2017;16;6;5;66;35;59;31;2;0;30.2;38.6;19.6;1015.2;12.1;38.1
17/06/2017;17;6;6;73;25;66;19;1;0;32.3;40.1;23.3;1015.3;6.8;33.2
18/06/2017;18;6;7;59;35;48;23;3;0;31.6;39;20.2;1011.3;9.0;23.6
19/06/2017;19;6;1;62;30;44;25;2;0;29.4;35.5;23.2;1010.6;13.6;27.3
20/06/2017;20;6;2;66;28;36;28;1;0;26.8;34;20.8;1015.7;10.5;43.1
21/06/2017;21;6;3;63;36;51;39;3;0;28.9;36.8;18.6;1015.5;10.0;45.0
22/06/2017;22;6;4;71;30;51;36;2;0;30.7;37.7;20.8;1013.3;7.4;33.2
23/06/2017;23;6;5;64;27;38;27;2;0;30.4;36.3;21.1;1015.2;9.8;30.4
24/06/2017;24;6;6;58;31;36;23;2;0;29.1;36.1;17.5;1017.0;14.2;20.5
25/06/2017;25;6;7;58;26;50;24;1;3.4;25.6;35.2;18.6;1013.7;15.8;24.3
26/06/2017;26;6;1;59;20;36;29;2;0;24.5;31;17.1;1011.3;11.7;64.7
27/06/2017;27;6;2;50;16;42;20;0;0;23.2;29.2;15.3;1008.7;13.6;42.9
28/06/2017;28;6;3;34;13;39;17;0;0;21.8;26.8;17.4;1008.5;24.2;41.8
29/06/2017;29;6;4;31;10;32;15;2;0;18.5;23.7;13.5;1009.3;29.8;42.3
30/06/2017;30;6;5;27;9;35;9;2;0;18.2;23.6;10.4;1013.2;18.8;38.5
01/07/2017;1;7;6;26;10;34;12;1;0;19.1;24.9;11.8;1018.9;15.3;40.2
02/07/2017;2;7;7;25;15;38;21;3;0;22.8;31.8;12;1023.0;11.3;40.9
03/07/2017;3;7;1;33;22;33;22;2;0;26.7;34.4;16.2;1020.2;11.0;30.0
04/07/2017;4;7;2;41;30;52;21;1;0;27.9;35.1;16.7;1016.3;8.3;29.3
05/07/2017;5;7;3;53;25;25;24;3;2.9;28.8;35.7;20.7;1012.0;14.0;32.1
06/07/2017;6;7;4;55;22;27;22;3;23.5;19.7;22.6;15.3;1011.8;15.8;48.3
07/07/2017;7;7;5;50;20;38;21;4;44.8;18.9;25.9;14.3;1016.3;11.7;85.3
08/07/2017;8;7;6;55;24;52;28;4;0.7;19.8;24.5;15.2;1015.4;10.1;86.9
09/07/2017;9;7;7;63;24;43;27;4;0;24.7;31.8;15.2;1014.5;5.9;74.1
10/07/2017;10;7;1;55;19;56;32;2;0;26.3;32.7;17.3;1010.9;10.3;48.2
11/07/2017;11;7;2;54;25;61;43;4;0;26.3;34.7;15.2;1011.4;10.7;39.7
12/07/2017;12;7;3;65;39;49;47;4;0;28.9;37.6;17.2;1013.9;9.7;37.2
13/07/2017;13;7;4;73;39;50;36;3;0;31.2;41.1;19.3;1015.2;10.2;35.8
14/07/2017;14;7;5;70;28;70;20;2;0;31.5;40.6;21.6;1012.9;12.4;33.0
15/07/2017;15;7;6;56;25;65;19;2;0;29.8;37.1;20.4;1012.4;12.3;30.5
16/07/2017;16;7;7;55;26;54;31;4;0;30.3;37.3;21;1014.0;7.8;35.9
17/07/2017;17;7;1;57;41;53;29;3;0;29.7;36.6;21.3;1013.6;8.0;32.8
18/07/2017;18;7;2;66;26;42;23;4;0;30.2;37.4;21.3;1011.8;10.3;30.2
19/07/2017;19;7;3;50;17;56;25;4;0;28.7;32.9;23.5;1008.7;16.4;30.0
20/07/2017;20;7;4;44;20;50;27;3;0;26.7;32.1;17.8;1010.3;15.4;34.1
21/07/2017;21;7;5;49;18;53;23;3;0;26.8;31.5;19.2;1008.3;10.5;30.4
22/07/2017;22;7;6;49;21;51;20;4;0;26;32.9;16.4;1009.7;13.5;32.1
23/07/2017;23;7;7;56;19;56;18;2;0;26.8;34.3;15.5;1013.3;10.1;30.7
24/07/2017;24;7;1;47;13;48;13;3;0;26.3;32.8;17.2;1015.1;12.1;31.5
25/07/2017;25;7;2;35;16;45;22;1;0;24.1;31.9;16.4;1016.1;13.1;40.1
26/07/2017;26;7;3;43;23;48;30;4;0;26.1;33.9;16.3;1014.0;12.2;32.9
27/07/2017;27;7;4;52;28;63;43;5;0;29.3;37.1;17.7;1012.7;6.8;33.8
28/07/2017;28;7;5;67;21;52;32;4;0;29.8;37.4;18.1;1011.3;9.0;29.8
29/07/2017;29;7;6;56;39;33;26;5;0;29.4;37.4;18.8;1012.4;9.7;24.7
30/07/2017;30;7;7;61;47;40;26;4;0;29.4;36.9;18.3;1011.7;8.6;28.4
31/07/2017;31;7;1;64;21;43;22;4;0;28;34.1;17.9;1007.7;13.7;27.7
01/08/2017;1;8;2;47;28;61;26;3;0;27.1;32.7;19.4;1007.9;13.0;25.3
02/08/2017;2;8;3;56;30;63;31;3;0;27.4;34.6;17.6;1013.4;10.0;32.3
